sample_id,source_file,group_id,fault_type,fault_size,load,window_start,window_end,split
208,105.mat.txt,105,inner_race,0.007,0,106496,107520,train
209,105.mat.txt,105,inner_race,0.007,0,107008,108032,train
210,105.mat.txt,105,inner_race,0.007,0,107520,108544,train
211,105.mat.txt,105,inner_race,0.007,0,108032,109056,train
212,105.mat.txt,105,inner_race,0.007,0,108544,109568,train
213,105.mat.txt,105,inner_race,0.007,0,109056,110080,train
214,105.mat.txt,105,inner_race,0.007,0,109568,110592,train
215,105.mat.txt,105,inner_race,0.007,0,110080,111104,train
216,105.mat.txt,105,inner_race,0.007,0,110592,111616,train
217,105.mat.txt,105,inner_race,0.007,0,111104,112128,train
218,105.mat.txt,105,inner_race,0.007,0,111616,112640,train
219,105.mat.txt,105,inner_race,0.007,0,112128,113152,train
220,105.mat.txt,105,inner_race,0.007,0,112640,113664,train
221,105.mat.txt,105,inner_race,0.007,0,113152,114176,train
222,105.mat.txt,105,inner_race,0.007,0,113664,114688,train
223,105.mat.txt,105,inner_race,0.007,0,114176,115200,train
224,105.mat.txt,105,inner_race,0.007,0,114688,115712,train
225,105.mat.txt,105,inner_race,0.007,0,115200,116224,train
226,105.mat.txt,105,inner_race,0.007,0,115712,116736,train
227,105.mat.txt,105,inner_race,0.007,0,116224,117248,train
228,105.mat.txt,105,inner_race,0.007,0,116736,117760,train
229,105.mat.txt,105,inner_race,0.007,0,117248,118272,train
230,105.mat.txt,105,inner_race,0.007,0,117760,118784,train
231,105.mat.txt,105,inner_race,0.007,0,118272,119296,train
232,105.mat.txt,105,inner_race,0.007,0,118784,119808,train
233,105.mat.txt,105,inner_race,0.007,0,119296,120320,train
234,105.mat.txt,105,inner_race,0.007,0,119808,120832,train
235,106.mat.txt,106,inner_race,0.007,1,0,1024,train
236,106.mat.txt,106,inner_race,0.007,1,512,1536,train
237,106.mat.txt,106,inner_race,0.007,1,1024,2048,train
238,106.mat.txt,106,inner_race,0.007,1,1536,2560,train
239,106.mat.txt,106,inner_race,0.007,1,2048,3072,train
240,106.mat.txt,106,inner_race,0.007,1,2560,3584,train
241,106.mat.txt,106,inner_race,0.007,1,3072,4096,train
242,106.mat.txt,106,inner_race,0.007,1,3584,4608,train
243,106.mat.txt,106,inner_race,0.007,1,4096,5120,train
244,106.mat.txt,106,inner_race,0.007,1,4608,5632,train
245,106.mat.txt,106,inner_race,0.007,1,5120,6144,train
246,106.mat.txt,106,inner_race,0.007,1,5632,6656,train
247,106.mat.txt,106,inner_race,0.007,1,6144,7168,train
248,106.mat.txt,106,inner_race,0.007,1,6656,7680,train
249,106.mat.txt,106,inner_race,0.007,1,7168,8192,train
250,106.mat.txt,106,inner_race,0.007,1,7680,8704,train
251,106.mat.txt,106,inner_race,0.007,1,8192,9216,train
252,106.mat.txt,106,inner_race,0.007,1,8704,9728,train
253,106.mat.txt,106,inner_race,0.007,1,9216,10240,train
254,106.mat.txt,106,inner_race,0.007,1,9728,10752,train
255,106.mat.txt,106,inner_race,0.007,1,10240,11264,train
256,106.mat.txt,106,inner_race,0.007,1,10752,11776,train
257,106.mat.txt,106,inner_race,0.007,1,11264,12288,train
258,106.mat.txt,106,inner_race,0.007,1,11776,12800,train
259,106.mat.txt,106,inner_race,0.007,1,12288,13312,train
260,106.mat.txt,106,inner_race,0.007,1,12800,13824,train
261,106.mat.txt,106,inner_race,0.007,1,13312,14336,train
262,106.mat.txt,106,inner_race,0.007,1,13824,14848,train
263,106.mat.txt,106,inner_race,0.007,1,14336,15360,train
264,106.mat.txt,106,inner_race,0.007,1,14848,15872,train
265,106.mat.txt,106,inner_race,0.007,1,15360,16384,train
266,106.mat.txt,106,inner_race,0.007,1,15872,16896,train
267,106.mat.txt,106,inner_race,0.007,1,16384,17408,train
268,106.mat.txt,106,inner_race,0.007,1,16896,17920,train
269,106.mat.txt,106,inner_race,0.007,1,17408,18432,train
270,106.mat.txt,106,inner_race,0.007,1,17920,18944,train
271,106.mat.txt,106,inner_race,0.007,1,18432,19456,train
272,106.mat.txt,106,inner_race,0.007,1,18944,19968,train
273,106.mat.txt,106,inner_race,0.007,1,19456,20480,train
274,106.mat.txt,106,inner_race,0.007,1,19968,20992,train
275,106.mat.txt,106,inner_race,0.007,1,20480,21504,train
276,106.mat.txt,106,inner_race,0.007,1,20992,22016,train
277,106.mat.txt,106,inner_race,0.007,1,21504,22528,train
278,106.mat.txt,106,inner_race,0.007,1,22016,23040,train
279,106.mat.txt,106,inner_race,0.007,1,22528,23552,train
280,106.mat.txt,106,inner_race,0.007,1,23040,24064,train
281,106.mat.txt,106,inner_race,0.007,1,23552,24576,train
282,106.mat.txt,106,inner_race,0.007,1,24064,25088,train
283,106.mat.txt,106,inner_race,0.007,1,24576,25600,train
284,106.mat.txt,106,inner_race,0.007,1,25088,26112,train
285,106.mat.txt,106,inner_race,0.007,1,25600,26624,train
286,106.mat.txt,106,inner_race,0.007,1,26112,27136,train
287,106.mat.txt,106,inner_race,0.007,1,26624,27648,train
288,106.mat.txt,106,inner_race,0.007,1,27136,28160,train
289,106.mat.txt,106,inner_race,0.007,1,27648,28672,train
290,106.mat.txt,106,inner_race,0.007,1,28160,29184,train
291,106.mat.txt,106,inner_race,0.007,1,28672,29696,train
292,106.mat.txt,106,inner_race,0.007,1,29184,30208,train
293,106.mat.txt,106,inner_race,0.007,1,29696,30720,train
294,106.mat.txt,106,inner_race,0.007,1,30208,31232,train
295,106.mat.txt,106,inner_race,0.007,1,30720,31744,train
296,106.mat.txt,106,inner_race,0.007,1,31232,32256,train
297,106.mat.txt,106,inner_race,0.007,1,31744,32768,train
298,106.mat.txt,106,inner_race,0.007,1,32256,33280,train
299,106.mat.txt,106,inner_race,0.007,1,32768,33792,train
300,106.mat.txt,106,inner_race,0.007,1,33280,34304,train
301,106.mat.txt,106,inner_race,0.007,1,33792,34816,train
302,106.mat.txt,106,inner_race,0.007,1,34304,35328,train
303,106.mat.txt,106,inner_race,0.007,1,34816,35840,train
304,106.mat.txt,106,inner_race,0.007,1,35328,36352,train
305,106.mat.txt,106,inner_race,0.007,1,35840,36864,train
306,106.mat.txt,106,inner_race,0.007,1,36352,37376,train
307,106.mat.txt,106,inner_race,0.007,1,36864,37888,train
308,106.mat.txt,106,inner_race,0.007,1,37376,38400,train
309,106.mat.txt,106,inner_race,0.007,1,37888,38912,train
310,106.mat.txt,106,inner_race,0.007,1,38400,39424,train
311,106.mat.txt,106,inner_race,0.007,1,38912,39936,train
312,106.mat.txt,106,inner_race,0.007,1,39424,40448,train
313,106.mat.txt,106,inner_race,0.007,1,39936,40960,train
314,106.mat.txt,106,inner_race,0.007,1,40448,41472,train
315,106.mat.txt,106,inner_race,0.007,1,40960,41984,train
316,106.mat.txt,106,inner_race,0.007,1,41472,42496,train
317,106.mat.txt,106,inner_race,0.007,1,41984,43008,train
318,106.mat.txt,106,inner_race,0.007,1,42496,43520,train
319,106.mat.txt,106,inner_race,0.007,1,43008,44032,train
320,106.mat.txt,106,inner_race,0.007,1,43520,44544,train
321,106.mat.txt,106,inner_race,0.007,1,44032,45056,train
322,106.mat.txt,106,inner_race,0.007,1,44544,45568,train
323,106.mat.txt,106,inner_race,0.007,1,45056,46080,train
324,106.mat.txt,106,inner_race,0.007,1,45568,46592,train
325,106.mat.txt,106,inner_race,0.007,1,46080,47104,train
326,106.mat.txt,106,inner_race,0.007,1,46592,47616,train
327,106.mat.txt,106,inner_race,0.007,1,47104,48128,train
328,106.mat.txt,106,inner_race,0.007,1,47616,48640,train
329,106.mat.txt,106,inner_race,0.007,1,48128,49152,train
330,106.mat.txt,106,inner_race,0.007,1,48640,49664,train
331,106.mat.txt,106,inner_race,0.007,1,49152,50176,train
332,106.mat.txt,106,inner_race,0.007,1,49664,50688,train
333,106.mat.txt,106,inner_race,0.007,1,50176,51200,train
334,106.mat.txt,106,inner_race,0.007,1,50688,51712,train
335,106.mat.txt,106,inner_race,0.007,1,51200,52224,train
336,106.mat.txt,106,inner_race,0.007,1,51712,52736,train
337,106.mat.txt,106,inner_race,0.007,1,52224,53248,train
338,106.mat.txt,106,inner_race,0.007,1,52736,53760,train
339,106.mat.txt,106,inner_race,0.007,1,53248,54272,train
340,106.mat.txt,106,inner_race,0.007,1,53760,54784,train
341,106.mat.txt,106,inner_race,0.007,1,54272,55296,train
342,106.mat.txt,106,inner_race,0.007,1,54784,55808,train
343,106.mat.txt,106,inner_race,0.007,1,55296,56320,train
344,106.mat.txt,106,inner_race,0.007,1,55808,56832,train
345,106.mat.txt,106,inner_race,0.007,1,56320,57344,train
346,106.mat.txt,106,inner_race,0.007,1,56832,57856,train
347,106.mat.txt,106,inner_race,0.007,1,57344,58368,train
348,106.mat.txt,106,inner_race,0.007,1,57856,58880,train
349,106.mat.txt,106,inner_race,0.007,1,58368,59392,train
350,106.mat.txt,106,inner_race,0.007,1,58880,59904,train
351,106.mat.txt,106,inner_race,0.007,1,59392,60416,train
352,106.mat.txt,106,inner_race,0.007,1,59904,60928,train
353,106.mat.txt,106,inner_race,0.007,1,60416,61440,train
354,106.mat.txt,106,inner_race,0.007,1,60928,61952,train
355,106.mat.txt,106,inner_race,0.007,1,61440,62464,train
356,106.mat.txt,106,inner_race,0.007,1,61952,62976,train
357,106.mat.txt,106,inner_race,0.007,1,62464,63488,train
358,106.mat.txt,106,inner_race,0.007,1,62976,64000,train
359,106.mat.txt,106,inner_race,0.007,1,63488,64512,train
360,106.mat.txt,106,inner_race,0.007,1,64000,65024,train
361,106.mat.txt,106,inner_race,0.007,1,64512,65536,train
362,106.mat.txt,106,inner_race,0.007,1,65024,66048,train
363,106.mat.txt,106,inner_race,0.007,1,65536,66560,train
364,106.mat.txt,106,inner_race,0.007,1,66048,67072,train
365,106.mat.txt,106,inner_race,0.007,1,66560,67584,train
366,106.mat.txt,106,inner_race,0.007,1,67072,68096,train
367,106.mat.txt,106,inner_race,0.007,1,67584,68608,train
368,106.mat.txt,106,inner_race,0.007,1,68096,69120,train
369,106.mat.txt,106,inner_race,0.007,1,68608,69632,train
370,106.mat.txt,106,inner_race,0.007,1,69120,70144,train
371,106.mat.txt,106,inner_race,0.007,1,69632,70656,train
372,106.mat.txt,106,inner_race,0.007,1,70144,71168,train
373,106.mat.txt,106,inner_race,0.007,1,70656,71680,train
374,106.mat.txt,106,inner_race,0.007,1,71168,72192,train
375,106.mat.txt,106,inner_race,0.007,1,71680,72704,train
376,106.mat.txt,106,inner_race,0.007,1,72192,73216,train
377,106.mat.txt,106,inner_race,0.007,1,72704,73728,train
378,106.mat.txt,106,inner_race,0.007,1,73216,74240,train
379,106.mat.txt,106,inner_race,0.007,1,73728,74752,train
380,106.mat.txt,106,inner_race,0.007,1,74240,75264,train
381,106.mat.txt,106,inner_race,0.007,1,74752,75776,train
382,106.mat.txt,106,inner_race,0.007,1,75264,76288,train
383,106.mat.txt,106,inner_race,0.007,1,75776,76800,train
384,106.mat.txt,106,inner_race,0.007,1,76288,77312,train
385,106.mat.txt,106,inner_race,0.007,1,76800,77824,train
386,106.mat.txt,106,inner_race,0.007,1,77312,78336,train
387,106.mat.txt,106,inner_race,0.007,1,77824,78848,train
388,106.mat.txt,106,inner_race,0.007,1,78336,79360,train
389,106.mat.txt,106,inner_race,0.007,1,78848,79872,train
390,106.mat.txt,106,inner_race,0.007,1,79360,80384,train
391,106.mat.txt,106,inner_race,0.007,1,79872,80896,train
392,106.mat.txt,106,inner_race,0.007,1,80384,81408,train
393,106.mat.txt,106,inner_race,0.007,1,80896,81920,train
394,106.mat.txt,106,inner_race,0.007,1,81408,82432,train
395,106.mat.txt,106,inner_race,0.007,1,81920,82944,train
396,106.mat.txt,106,inner_race,0.007,1,82432,83456,train
397,106.mat.txt,106,inner_race,0.007,1,82944,83968,train
398,106.mat.txt,106,inner_race,0.007,1,83456,84480,train
399,106.mat.txt,106,inner_race,0.007,1,83968,84992,train
400,106.mat.txt,106,inner_race,0.007,1,84480,85504,train
401,106.mat.txt,106,inner_race,0.007,1,84992,86016,train
402,106.mat.txt,106,inner_race,0.007,1,85504,86528,train
403,106.mat.txt,106,inner_race,0.007,1,86016,87040,train
404,106.mat.txt,106,inner_race,0.007,1,86528,87552,train
405,106.mat.txt,106,inner_race,0.007,1,87040,88064,train
406,106.mat.txt,106,inner_race,0.007,1,87552,88576,train
407,106.mat.txt,106,inner_race,0.007,1,88064,89088,train
408,106.mat.txt,106,inner_race,0.007,1,88576,89600,train
409,106.mat.txt,106,inner_race,0.007,1,89088,90112,train
410,106.mat.txt,106,inner_race,0.007,1,89600,90624,train
411,106.mat.txt,106,inner_race,0.007,1,90112,91136,train
412,106.mat.txt,106,inner_race,0.007,1,90624,91648,train
413,106.mat.txt,106,inner_race,0.007,1,91136,92160,train
414,106.mat.txt,106,inner_race,0.007,1,91648,92672,train
415,106.mat.txt,106,inner_race,0.007,1,92160,93184,train
416,106.mat.txt,106,inner_race,0.007,1,92672,93696,train
417,106.mat.txt,106,inner_race,0.007,1,93184,94208,train
418,106.mat.txt,106,inner_race,0.007,1,93696,94720,train
419,106.mat.txt,106,inner_race,0.007,1,94208,95232,train
420,106.mat.txt,106,inner_race,0.007,1,94720,95744,train
421,106.mat.txt,106,inner_race,0.007,1,95232,96256,train
422,106.mat.txt,106,inner_race,0.007,1,95744,96768,train
423,106.mat.txt,106,inner_race,0.007,1,96256,97280,train
424,106.mat.txt,106,inner_race,0.007,1,96768,97792,train
425,106.mat.txt,106,inner_race,0.007,1,97280,98304,train
426,106.mat.txt,106,inner_race,0.007,1,97792,98816,train
427,106.mat.txt,106,inner_race,0.007,1,98304,99328,train
428,106.mat.txt,106,inner_race,0.007,1,98816,99840,train
429,106.mat.txt,106,inner_race,0.007,1,99328,100352,train
430,106.mat.txt,106,inner_race,0.007,1,99840,100864,train
431,106.mat.txt,106,inner_race,0.007,1,100352,101376,train
432,106.mat.txt,106,inner_race,0.007,1,100864,101888,train
433,106.mat.txt,106,inner_race,0.007,1,101376,102400,train
434,106.mat.txt,106,inner_race,0.007,1,101888,102912,train
435,106.mat.txt,106,inner_race,0.007,1,102400,103424,train
436,106.mat.txt,106,inner_race,0.007,1,102912,103936,train
437,106.mat.txt,106,inner_race,0.007,1,103424,104448,train
438,106.mat.txt,106,inner_race,0.007,1,103936,104960,train
439,106.mat.txt,106,inner_race,0.007,1,104448,105472,train
440,106.mat.txt,106,inner_race,0.007,1,104960,105984,train
441,106.mat.txt,106,inner_race,0.007,1,105472,106496,train
442,106.mat.txt,106,inner_race,0.007,1,105984,107008,train
443,106.mat.txt,106,inner_race,0.007,1,106496,107520,train
444,106.mat.txt,106,inner_race,0.007,1,107008,108032,train
445,106.mat.txt,106,inner_race,0.007,1,107520,108544,train
446,106.mat.txt,106,inner_race,0.007,1,108032,109056,train
447,106.mat.txt,106,inner_race,0.007,1,108544,109568,train
448,106.mat.txt,106,inner_race,0.007,1,109056,110080,train
